Player,Salary,Season
Malachi Richardson,1569360,2018-19
Kevon Looney,1567007,2018-19
Jahlil Okafor,1567007,2018-19
Wayne Selden,1544951,2018-19
Dorian Finney-Smith,1544951,2018-19
Damian Jones,1544951,2018-19
Quinn Cook,1544951,2018-19
Wade Baldwin,1544951,2018-19
Ivica Zubac,1544951,2018-19
Rodney McGruder,1544951,2018-19
Malcolm Brogdon,1544951,2018-19
Cheick Diallo,1544951,2018-19
Skal Labissiere,1544951,2018-19
Jake Layman,1544951,2018-19
Dejounte Murray,1544951,2018-19
Pascal Siakam,1544951,2018-19
Treveon Graham,1512601,2018-19
David Nwaba,1512601,2018-19
Gerald Green,1512601,2018-19
Derrick Jones,1512601,2018-19
Christian Wood,1512601,2018-19
Georges Niang,1512601,2018-19
Willy Hernangomez,1496500,2018-19
Sviatoslav Mykhailiuk,1487694,2018-19
Mitchell Robinson,1485440,2018-19
Michael Carter-Williams,1468082,2018-19
Jawun Evans,1455492,2018-19
Semi Ojeleye,1378242,2018-19
Daniel Theis,1378242,2018-19
Dwayne Bacon,1378242,2018-19
Maxi Kleber,1378242,2018-19
Jordan Bell,1378242,2018-19
Zhou Qi,1378242,2018-19
Sindarius Thornwell,1378242,2018-19
Rade Zagorac,1378242,2018-19
Dillon Brooks,1378242,2018-19
Ivan Rabb,1378242,2018-19
Tyler Dorsey,1378242,2018-19
Sterling Brown,1378242,2018-19
Frank Jackson,1378242,2018-19
Damyean Dotson,1378242,2018-19
Abdel Nader,1378242,2018-19
Wesley Iwundu,1378242,2018-19
Khem Birch,1378242,2018-19
Frank Mason,1378242,2018-19
Royce O'Neale,1378242,2018-19
Thomas Bryant,1378242,2018-19
Daniel Hamilton,1349383,2018-19
Jabari Bird,1349383,2018-19
Antonio Blakeney,1349383,2018-19
Ryan Arcidiacono,1349383,2018-19
Monte Morris,1349383,2018-19
Alfonzo McKinnie,1349383,2018-19
Ike Anigbogu,1349383,2018-19
Tyrone Wallace,1349383,2018-19
Shaquille Harrison,1325531,2018-19
Elie Okobo,1238464,2018-19
Jalen Brunson,1230000,2018-19
Melvin Frazier,1050000,2018-19
Raymond Spalding,1023210,2018-19
Isaac Bonga,1000000,2018-19
Justin Hamilton,1000000,2018-19
Devonte Graham,988464,2018-19
Chasson Randle,975824,2018-19
Patrick McCaw,964104,2018-19
De'Anthony Melton,949000,2018-19
Jason Thompson,893333,2018-19
Brad Wanamaker,838464,2018-19
Ryan Broekhoff,838464,2018-19
Jarred Vanderbilt,838464,2018-19
Bruce Brown,838464,2018-19
Khyri Thomas,838464,2018-19
Isaiah Hartenstein,838464,2018-19
Alize Johnson,838464,2018-19
Jevon Carter,838464,2018-19
Keita Bates-Diop,838464,2018-19
Kenrich Williams,838464,2018-19
Hamidou Diallo,838464,2018-19
Isaiah Briscoe,838464,2018-19
Gary Trent Jr,838464,2018-19
Chimezie Metu,838464,2018-19
Lorenzo Brown,800000,2018-19
Davon Reed,752250,2018-19
Isaiah Canaan,744671,2018-19
Isaiah Whitehead,726390,2018-19
Bruno Caboclo,705361,2018-19
Gary Clark,674122,2018-19
James Nunnally,663255,2018-19
Kalin Lucas,648008,2018-19
John Jenkins,585809,2018-19
Deonte Burton,500000,2018-19
Andrew Bogut,486892,2018-19
Dakari Johnson,459414,2018-19
Chris Boucher,457418,2018-19
Malcolm Miller,457418,2018-19
Edmond Sumner,449794,2018-19
Yante Maten,385000,2018-19
Andrew Harrison,354500,2018-19
Eric Moreland,309859,2018-19
Nick Young,284020,2018-19
Danuel House,247827,2018-19
Okaro White,247827,2018-19
Jaylen Adams,236854,2018-19
Ben Moore,222099,2018-19
Tyler Zeller,213948,2018-19
Quincy Acy,213948,2018-19
Terrence Jones,198579,2018-19
Jimmer Fredette,198579,2018-19
Dairis Bertans,194220,2018-19
Walter Lemon Jr,176250,2018-19
Demetrius Jackson,170107,2018-19
BJ Johnson,142111,2018-19
Chris Chiozza,137374,2018-19
Johnathan Williams,127250,2018-19
Cam Reynolds,108953,2018-19
Donatas Motiejunas,99289,2018-19
Emanuel Terry,94740,2018-19
Justin Bibbs,92159,2018-19
JaKarr Sampson,85457,2018-19
Gary Payton II,85457,2018-19
Alex Poythress,77250,2018-19
PJ Dozier,77250,2018-19
RJ Hunter,77250,2018-19
Theo Pinson,77250,2018-19
Alan Williams,77250,2018-19
Joe Chealey,77250,2018-19
JP Macura,77250,2018-19
Rawle Alkins,77250,2018-19
Tyler Ulis,77250,2018-19
Brandon Sampson,77250,2018-19
Jaron Blossomgame,77250,2018-19
Jalen Jones,77250,2018-19
Deng Adel,77250,2018-19
John Holland,77250,2018-19
Billy Preston,77250,2018-19
Kostas Antetokounmpo,77250,2018-19
Daryl Macon,77250,2018-19
Thomas Welsh,77250,2018-19
DeVaughn Akoon-Purcell,77250,2018-19
Archie Goodwin,77250,2018-19
Keenan Evans,77250,2018-19
Zach Lofton,77250,2018-19
Damion Lee,77250,2018-19
Marcus Derrickson,77250,2018-19
Vincent Edwards,77250,2018-19
Trevon Duval,77250,2018-19
Angel Delgado,77250,2018-19
Johnathan Motley,77250,2018-19
Alex Caruso,77250,2018-19
Yuta Watanabe,77250,2018-19
DJ Stephens,77250,2018-19
Jarnell Stokes,77250,2018-19
Julian Washburn,77250,2018-19
Duncan Robinson,77250,2018-19
Jaylen Morris,77250,2018-19
Bonzie Colson,77250,2018-19
CJ Williams,77250,2018-19
Jared Terrell,77250,2018-19
Trevon Bluiett,77250,2018-19
Isaiah Hicks,77250,2018-19
Kadeem Allen,77250,2018-19
Tyler Davis,77250,2018-19
Donte Grantham,77250,2018-19
Troy Caupain,77250,2018-19
Amile Jefferson,77250,2018-19
Shake Milton,77250,2018-19
Haywood Highsmith,77250,2018-19
George King,77250,2018-19
Troy Williams,77250,2018-19
Drew Eubanks,77250,2018-19
Jordan Loyd,77250,2018-19
Naz Long,77250,2018-19
Tyler Cavanaugh,77250,2018-19
Devin Robinson,77250,2018-19
Jordan McRae,77250,2018-19
Jonathan Gibson,76236,2018-19
Kobi Simmons,76236,2018-19
Andre Ingram,76236,2018-19
Scott Machado,76236,2018-19
Charles Cooke,76236,2018-19
Scotty Hopson,76236,2018-19
Wenyen Gabriel,75000,2018-19
Billy Garrett,67370,2018-19
Brandon Goodwin,56845,2018-19
Mitch Creek,56845,2018-19
Jemerrio Jones,52170,2018-19
Jordan Sibert,47370,2018-19
Isaac Humphries,47370,2018-19
Mitchell Creek,47370,2018-19
Tahjere McCall,47370,2018-19
Michael Frazier,47370,2018-19
Stephan Hicks,47370,2018-19
Dusty Hannahs,47370,2018-19
Kendrick Nunn,47370,2018-19
Richard Solomon,47370,2018-19
Cody Demps,47370,2018-19
Tarik Phillip,47370,2018-19
Stephen Curry,34682550,2017-18
LeBron James,33285709,2017-18
Paul Millsap,30769231,2017-18
Gordon Hayward,29727900,2017-18
Blake Griffin,29512900,2017-18
Kyle Lowry,28903704,2017-18
Mike Conley,28530608,2017-18
James Harden,28299399,2017-18
Russell Westbrook,28299399,2017-18
DeMar DeRozan,27739975,2017-18
Al Horford,27734405,2017-18
Carmelo Anthony,26243760,2017-18
Damian Lillard,26153057,2017-18
Jrue Holiday,25686667,2017-18
Chris Bosh,25289390,2017-18
Kevin Durant,25000000,2017-18
Otto Porter,24773250,2017-18
Chris Paul,24268959,2017-18
CJ McCollum,23962573,2017-18
Andre Drummond,23775506,2017-18
Hassan Whiteside,23775506,2017-18
Anthony Davis,23775506,2017-18
Bradley Beal,23775506,2017-18
Dwight Howard,23500000,2017-18
Harrison Barnes,23112004,2017-18
Chandler Parsons,23112004,2017-18
JJ Redick,23000000,2017-18
Kevin Love,22642350,2017-18
DeAndre Jordan,22642350,2017-18
Brook Lopez,22642350,2017-18
Marc Gasol,22642350,2017-18
Giannis Antetokounmpo,22471911,2017-18
Steven Adams,22471911,2017-18
Nicolas Batum,22434783,2017-18
LaMarcus Aldridge,21461010,2017-18
Greg Monroe,21384175,2017-18
Rudy Gobert,21224719,2017-18
Victor Oladipo,21000000,2017-18
Danilo Gallinari,20559599,2017-18
Serge Ibaka,20061729,2017-18
George Hill,20000000,2017-18
Ryan Anderson,19578455,2017-18
Paul George,19300000,2017-18
Jeff Teague,19000000,2017-18
Kyrie Irving,18868626,2017-18
Kawhi Leonard,18868625,2017-18
Jimmy Butler,18696918,2017-18
Allen Crabbe,18500000,2017-18
DeMarcus Cousins,18063850,2017-18
John Wall,18063850,2017-18
Enes Kanter,17884176,2017-18
Wesley Matthews,17884175,2017-18
Dwyane Wade,17878652,2017-18
Klay Thompson,17826150,2017-18
Joakim Noah,17765000,2017-18
Kentavious Caldwell-Pope,17745894,2017-18
Luol Deng,17190000,2017-18
Evan Turner,17131148,2017-18
Goran Dragic,17000450,2017-18
Bismack Biyombo,17000000,2017-18
Evan Fournier,17000000,2017-18
Kent Bazemore,16910112,2017-18
Robert Covington,16698103,2017-18
Tim Hardaway Jr,16500000,2017-18
Tristan Thompson,16400000,2017-18
Draymond Green,16400000,2017-18
Reggie Jackson,16000000,2017-18
Tobias Harris,16000000,2017-18
Pau Gasol,16000000,2017-18
Ian Mahinmi,16000000,2017-18
Dennis Schroeder,15500000,2017-18
Jonas Valanciunas,15460675,2017-18
Tony Parker,15453126,2017-18
Timofey Mozgov,15280000,2017-18
Jamal Crawford,15270762,2017-18
Andre Iguodala,14814815,2017-18
DeMarre Carroll,14800000,2017-18
Eric Bledsoe,14500000,2017-18
Gorgui Dieng,14112360,2017-18
Khris Middleton,14100000,2017-18
Ricky Rubio,14100000,2017-18
Mason Plumlee,14041096,2017-18
Taj Gibson,14000000,2017-18
Robin Lopez,13788500,2017-18
JR Smith,13760000,2017-18
James Johnson,13734000,2017-18
Joe Ingles,13636364,2017-18
Brandon Knight,13618750,2017-18
Marvin Williams,13168750,2017-18
Michael Kidd-Gilchrist,13000000,2017-18
Tyson Chandler,13000000,2017-18
Eric Gordon,12943020,2017-18
Kenneth Faried,12921348,2017-18
Thaddeus Young,12921348,2017-18
Marcin Gortat,12782609,2017-18
Cody Zeller,12584270,2017-18
Nikola Mirotic,12500000,2017-18
Miles Plumlee,12400000,2017-18
Zach Randolph,12307692,2017-18
Nikola Vucevic,12250000,2017-18
Solomon Hill,12236535,2017-18
Dion Waiters,12100000,2017-18
Wilson Chandler,12016854,2017-18
Kelly Olynyk,12007169,2017-18
Jeremy Lin,12000000,2017-18
Kemba Walker,12000000,2017-18
Derrick Favors,12000000,2017-18
Austin Rivers,11825000,2017-18
Courtney Lee,11747890,2017-18
Nikola Pekovic,11600000,2017-18
Jordan Clarkson,11562500,2017-18
John Henson,11422536,2017-18
Amir Johnson,11000000,2017-18
Alec Burks,10845506,2017-18
Patrick Mills,10714286,2017-18
Moe Harkless,10662922,2017-18
Omer Asik,10595505,2017-18
Bojan Bogdanovic,10500000,2017-18
Mirza Teletovic,10500000,2017-18
Terrence Ross,10500000,2017-18
Jon Leuer,10497319,2017-18
Iman Shumpert,10337079,2017-18
Joe Johnson,10254904,2017-18
Darren Collison,10000000,2017-18
Jared Dudley,10000000,2017-18
Danny Green,10000000,2017-18
Meyers Leonard,9904495,2017-18
Tony Snell,9821429,2017-18
Al Jefferson,9769821,2017-18
Matthew Dellavedova,9607500,2017-18
Trevor Booker,9571137,2017-18
Bogdan Bogdanovic,9470614,2017-18
Andre Roberson,9259260,2017-18
Dwight Powell,9003125,2017-18
Jerryd Bayless,9000000,2017-18
Avery Bradley,8808989,2017-18
JaMychal Green,8533333,2017-18
E'Twaun Moore,8445024,2017-18
Rudy Gay,8406000,2017-18
Kosta Koufos,8393000,2017-18
Corey Brewer,8105615,2017-18
Garrett Temple,8000000,2017-18
Vince Carter,8000000,2017-18
Markieff Morris,8000000,2017-18
CJ Miles,7936509,2017-18
Cristiano Felicio,7843500,2017-18
Shaun Livingston,7692308,2017-18
Cory Joseph,7630000,2017-18
PJ Tucker,7590035,2017-18
Andrew Wiggins,7574322,2017-18
Darrell Arthur,7464912,2017-18
Channing Frye,7420912,2017-18
Trevor Ariza,7400000,2017-18
Al-Farouq Aminu,7319035,2017-18
Cole Aldrich,7300000,2017-18
DJ Augustin,7250000,2017-18
Marco Belinelli,7082277,2017-18
Markelle Fultz,7026240,2017-18
Jeremy Lamb,7000000,2017-18
Kyle Korver,7000000,2017-18
Louis Williams,7000000,2017-18
Jameer Nelson,6998920,2017-18
Dewayne Dedmon,6900000,2017-18
Jae Crowder,6796117,2017-18
Jabari Parker,6782392,2017-18
Langston Galloway,6666667,2017-18
Lance Thomas,6655325,2017-18
Ersan Ilyasova,6514288,2017-18
Matt Barnes,6400625,2017-18
Ed Davis,6352531,2017-18
Rajon Rondo,6300000,2017-18
Jonathon Simmons,6300000,2017-18
Lonzo Ball,6286560,2017-18
Wayne Ellington,6270000,2017-18
Isaiah Thomas,6261394,2017-18
Karl-Anthony Towns,6216840,2017-18
Ben Simmons,6168840,2017-18
Joel Embiid,6100266,2017-18
Josh McRoberts,6021175,2017-18
Ishmael Smith,6000000,2017-18
Milos Teodosic,6000000,2017-18
Shelvin Mack,6000000,2017-18
Alan Williams,6000000,2017-18
Brandan Wright,5955760,2017-18
Wesley Johnson,5881260,2017-18
Boban Marjanovic,5881260,2017-18
Tyler Johnson,5821260,2017-18
Alex Abrines,5725000,2017-18
Jayson Tatum,5645400,2017-18
D'Angelo Russell,5562360,2017-18
Brandon Ingram,5519400,2017-18
Josh Smith,5514806,2017-18
Patrick Beverley,5513514,2017-18
Aaron Gordon,5504419,2017-18
Deron Williams,5474787,2017-18
Arron Afflalo,5328652,2017-18
Anthony Tolliver,5290000,2017-18
Thabo Sefolosha,5250000,2017-18
Jason Smith,5225000,2017-18
Ben McLemore,5200000,2017-18
Nick Young,5192000,2017-18
Patrick Patterson,5192000,2017-18
Josh Jackson,5090040,2017-18
Mike Muscala,5000000,2017-18
Marcus Morris,5000000,2017-18
Dirk Nowitzki,5000000,2017-18
Larry Sanders,5000000,2017-18
Jahlil Okafor,4995120,2017-18
Dante Exum,4992385,2017-18
Alexis Ajinca,4961798,2017-18
Jaylen Brown,4956480,2017-18
Richard Jefferson,4828652,2017-18
Sean Kilpatrick,4774445,2017-18
Kyle Singler,4666500,2017-18
De'Aaron Fox,4609200,2017-18
Marcus Smart,4538019,2017-18
Kristaps Porzingis,4503600,2017-18
Justin Holiday,4500000,2017-18
Dragan Bender,4468800,2017-18
Devin Harris,4402546,2017-18
Ron Baker,4328000,2017-18
Aron Baynes,4300000,2017-18
Nerlens Noel,4187599,2017-18
Alex Len,4187599,2017-18
Jonathan Isaac,4186320,2017-18
Lance Stephenson,4180000,2017-18
Julius Randle,4149242,2017-18
Kyle O'Quinn,4087500,2017-18
Mario Hezonja,4078320,2017-18
Kris Dunn,4046760,2017-18
Noah Vonleh,4031018,2017-18
Jonas Jerebko,4000000,2017-18
Nemanja Bjelica,3950000,2017-18
Jose Juan Barea,3903900,2017-18
Quincy Pondexter,3853931,2017-18
Lauri Markkanen,3821640,2017-18
Nik Stauskas,3807146,2017-18
Willie Cauley-Stein,3704160,2017-18
Paul Pierce,3679840,2017-18
Buddy Hield,3675480,2017-18
Will Barton,3533333,2017-18
Frank Ntilikina,3501120,2017-18
Lavoy Allen,3500000,2017-18
Zaza Pachulia,3477600,2017-18
Nenê,3477600,2017-18
Troy Daniels,3408520,2017-18
Emmanuel Mudiay,3381480,2017-18
Jamal Murray,3355320,2017-18
Elfrid Payton,3332340,2017-18
Doug McDermott,3294994,2017-18
Tarik Black,3290000,2017-18
Tyreke Evans,3290000,2017-18
Jodie Meeks,3290000,2017-18
Dennis Smith,3218280,2017-18
Zach LaVine,3202217,2017-18
Ekpe Udoh,3200000,2017-18
TJ Warren,3152930,2017-18
Stanley Johnson,3097800,2017-18
Thon Maker,3086784,2017-18
Marquese Chriss,3073800,2017-18
Zach Collins,3057240,2017-18
Seth Curry,3028410,2017-18
James Ennis,3028410,2017-18
Mindaugas Kuzminskas,3028410,2017-18
Tomas Satoransky,3000000,2017-18
Ramon Sessions,2986463,2017-18
Jusuf Nurkic,2947304,2017-18
Lucas Nogueira,2947304,2017-18
Malik Monk,2904480,2017-18
Frank Kaminsky,2847600,2017-18
Andrew Nicholson,2844429,2017-18
Jakob Poeltl,2825640,2017-18
Luke Kennard,2759280,2017-18
Justise Winslow,2705040,2017-18
Michael Carter-Williams,2700000,2017-18
Cedi Osman,2642857,2017-18
Donovan Mitchell,2621280,2017-18
Gary Harris,2550055,2017-18
Domantas Sabonis,2550000,2017-18
Derrick Rose,2533488,2017-18
Malcolm Delaney,2500000,2017-18
Reggie Bullock,2500000,2017-18
Manu Ginobili,2500000,2017-18
Bam Adebayo,2490360,2017-18
Georgios Papagiannis,2486757,2017-18
Myles Turner,2483040,2017-18
Bruno Caboclo,2451224,2017-18
Ronnie Price,2442455,2017-18
Trey Lyles,2441400,2017-18
Taurean Prince,2422560,2017-18
Dario Saric,2422560,2017-18
Rodney Hood,2386864,2017-18
Justin Jackson,2365560,2017-18
Shabazz Napier,2361359,2017-18
Rashad Vaughn,2338653,2017-18
Clint Capela,2334528,2017-18
Jose Calderon,2328652,2017-18
David West,2328652,2017-18
Udonis Haslem,2328652,2017-18
Jason Terry,2328652,2017-18
Jarrett Jack,2328652,2017-18
Raymond Felton,2328652,2017-18
Nick Collison,2328652,2017-18
Devin Booker,2319360,2017-18
Dante Cunningham,2300000,2017-18
Wade Baldwin,2254292,2017-18
Guerschon Yabusele,2247480,2017-18
Justin Patton,2247480,2017-18
Monta Ellis,2245400,2017-18
Cameron Payne,2203440,2017-18
Denzel Valentine,2186400,2017-18
Kyle Anderson,2151704,2017-18
DJ Wilson,2135040,2017-18
Jeff Green,2116955,2017-18
JaVale McGee,2116955,2017-18
Luc Mbah a Moute,2116955,2017-18
Aaron Brooks,2116955,2017-18
Michael Beasley,2116955,2017-18
Marreese Speights,2116955,2017-18
Omri Casspi,2106470,2017-18
Mario Chalmers,2106407,2017-18
Darius Miller,2100000,2017-18
Kelly Oubre,2093040,2017-18
Juan Hernangomez,2076840,2017-18
TJ Leaf,2028360,2017-18
Spencer Hawes,2007058,2017-18
Tim Frazier,2000000,2017-18
Terry Rozier,1988520,2017-18
Luke Babbitt,1974159,2017-18
John Collins,1936920,2017-18
Shabazz Muhammad,1924755,2017-18
Harry Giles,1859400,2017-18
Troy Williams,1842176,2017-18
Sam Dekker,1794600,2017-18
Terrance Ferguson,1785000,2017-18
Henry Ellenson,1780800,2017-18
Eric Moreland,1740000,2017-18
Jerian Grant,1713840,2017-18
Jarrett Allen,1713720,2017-18
Quincy Acy,1709538,2017-18
Tyler Zeller,1709538,2017-18
Jordan Crawford,1709538,2017-18
Mike Scott,1709538,2017-18
Malik Beasley,1700640,2017-18
Ante Zizic,1645200,2017-18
Delon Wright,1645200,2017-18
OG Anunoby,1645200,2017-18
Caris LeVert,1632480,2017-18
Mike Dunleavy,1600000,2017-18
Timothe Luwawu,1594590,2017-18
Tyler Lydon,1579440,2017-18
Justin Anderson,1579440,2017-18
Ian Clark,1577230,2017-18
DeAndre Bembry,1567200,2017-18
Shane Larkin,1524305,2017-18
Joe Harris,1524305,2017-18
Spencer Dinwiddie,1524305,2017-18
Julyan Stone,1524305,2017-18
Glenn Robinson III,1524305,2017-18
Tyler Ennis,1524305,2017-18
Johnny O'Bryant,1524305,2017-18
Jerami Grant,1524305,2017-18
Joffrey Lauvergne,1524305,2017-18
Bobby Portis,1516320,2017-18
DeAndre Liggins,1505942,2017-18
Malachi Richardson,1504560,2017-18
Tony Allen,1471382,2017-18
Willie Reed,1471382,2017-18
Larry Nance Jr,1471382,2017-18
Salah Mejri,1471382,2017-18
Nikola Jokic,1471382,2017-18
Kevon Looney,1471382,2017-18
Joseph Young,1471382,2017-18
Montrezl Harrell,1471382,2017-18
Jarell Martin,1471382,2017-18
Jordan Mickey,1471382,2017-18
Josh Richardson,1471382,2017-18
Tyus Jones,1471382,2017-18
Josh Huestis,1471382,2017-18
Richaun Holmes,1471382,2017-18
TJ McConnell,1471382,2017-18
Pat Connaughton,1471382,2017-18
Norman Powell,1471382,2017-18
Raul Neto,1471382,2017-18
Chris McCullough,1471382,2017-18
Furkan Korkmaz,1465920,2017-18
Caleb Swanigan,1465920,2017-18
Okaro White,1460927,2017-18
Rondae Hollis-Jefferson,1455720,2017-18
Willy Hernangomez,1435750,2017-18
Kyle Kuzma,1423560,2017-18
Tony Bradley,1414920,2017-18
Derrick White,1404600,2017-18
Josh Hart,1394520,2017-18
Gerald Green,1381403,2017-18
Brice Johnson,1331160,2017-18
Isaiah Taylor,1312611,2017-18
Sheldon Mac,1312611,2017-18
Diamond Stone,1312611,2017-18
Isaiah Whitehead,1312611,2017-18
Treveon Graham,1312611,2017-18
Paul Zipser,1312611,2017-18
David Nwaba,1312611,2017-18
Dorian Finney-Smith,1312611,2017-18
Yogi Ferrell,1312611,2017-18
Patrick McCaw,1312611,2017-18
Damian Jones,1312611,2017-18
Chinanu Onuaku,1312611,2017-18
Ivica Zubac,1312611,2017-18
Deyonta Davis,1312611,2017-18
Andrew Harrison,1312611,2017-18
Wayne Selden,1312611,2017-18
Rodney McGruder,1312611,2017-18
AJ Hammons,1312611,2017-18
Malcolm Brogdon,1312611,2017-18
Marcus Georges-Hunt,1312611,2017-18
Cheick Diallo,1312611,2017-18
Chasson Randle,1312611,2017-18
Tyler Ulis,1312611,2017-18
Jake Layman,1312611,2017-18
Skal Labissiere,1312611,2017-18
Dejounte Murray,1312611,2017-18
Bryn Forbes,1312611,2017-18
Davis Bertans,1312611,2017-18
Pascal Siakam,1312611,2017-18
Fred VanVleet,1312611,2017-18
Semi Ojeleye,1291892,2017-18
Livio Jean-Charles,1242240,2017-18
Bobby Brown,1231500,2017-18
Frank Mason,1184385,2017-18
Abdel Nader,1167333,2017-18
Isaiah Canaan,1113863,2017-18
Damyean Dotson,1100000,2017-18
Andrew Bogut,1078810,2017-18
Wesley Iwundu,1050000,2017-18
Gerald Henderson,1000000,2017-18
Festus Ezeli,1000000,2017-18
Justin Hamilton,1000000,2017-18
Damien Wilkins,992696,2017-18
Ike Anigbogu,950000,2017-18
Rade Zagorac,950000,2017-18
Ivan Rabb,950000,2017-18
Jason Thompson,893333,2017-18
Tyler Dorsey,815615,2017-18
Daniel Theis,815615,2017-18
Dwayne Bacon,815615,2017-18
Maxi Kleber,815615,2017-18
Jordan Bell,815615,2017-18
Zhou Qi,815615,2017-18
Jawun Evans,815615,2017-18
Sindarius Thornwell,815615,2017-18
Thomas Bryant,815615,2017-18
Dillon Brooks,815615,2017-18
Sterling Brown,815615,2017-18
Frank Jackson,815615,2017-18
Dakari Johnson,815615,2017-18
Khem Birch,815615,2017-18
Davon Reed,815615,2017-18
Brandon Paul,815615,2017-18
Alfonzo McKinnie,815615,2017-18
Royce O'Neale,815615,2017-18
Emeka Okafor,813293,2017-18
Trey Burke,784160,2017-18
Alex Poythress,778668,2017-18
Dwight Buycks,748160,2017-18
Joel Bolomboy,708200,2017-18
Kyle Collinsworth,595702,2017-18
Jeff Withey,593780,2017-18
Kay Felder,551866,2017-18
Michael Gbinije,500000,2017-18
Leandro Barbosa,500000,2017-18
Derrick Jones,462875,2017-18
Nicolas Brussino,393041,2017-18
Antonius Cleveland,384116,2017-18
Brandon Jennings,380830,2017-18
CJ Watson,333333,2017-18
Demetrius Jackson,319266,2017-18
Travis Wear,304051,2017-18
Cameron Oliver,300000,2017-18
Shaquille Harrison,230399,2017-18
Larry Drew II,222474,2017-18
Jaylen Morris,198143,2017-18
Nigel Hayes,193532,2017-18
David Stockton,192812,2017-18
Quinn Cook,189832,2017-18
Georges Niang,177250,2017-18
Aaron Harrison,174570,2017-18
Omari Johnson,170495,2017-18
Naz Long,167158,2017-18
Jarell Eddie,166256,2017-18
Rodney Purvis,165887,2017-18
Mike James,164802,2017-18
Briante Weber,160378,2017-18
Marquis Teague,157944,2017-18
Gary Payton II,154500,2017-18
Jeremy Evans,154059,2017-18
Carrick Felix,140901,2017-18
Damion Lee,138239,2017-18
Kendrick Perkins,131562,2017-18
Milton Doyle,127250,2017-18
Brandon Rush,119601,2017-18
Ty Lawson,119009,2017-18
Derrick Williams,104059,2017-18
KJ McDaniels,100000,2017-18
Tim Quarterman,96406,2017-18
Walter Lemon Jr,92159,2017-18
Josh Gray,92159,2017-18
Jaylen Johnson,87551,2017-18
MarShon Brooks,86118,2017-18
CJ Fair,82943,2017-18
Josh Magette,77250,2017-18
Tyler Cavanaugh,77250,2017-18
Andrew White,77250,2017-18
